"activityLabel" "subjectLabel" "measurement.name" "average.value"
"LAYING" 6 "tBodyAcc.std...Y" -0.943507185574074
"LAYING" 6 "tBodyAcc.std...Z" -0.948069300024897
"LAYING" 6 "tGravityAcc.std...X" -0.943319727953189
"LAYING" 6 "tGravityAcc.std...Y" -0.963191706084414
"LAYING" 6 "tGravityAcc.std...Z" -0.951868724368827
"LAYING" 6 "tBodyAccJerk.std...X" -0.980381808513375
"LAYING" 6 "tBodyAccJerk.std...Y" -0.971147567757202
"LAYING" 6 "tBodyAccJerk.std...Z" -0.979476595910494
"LAYING" 6 "tBodyGyro.std...X" -0.967892432932613
"LAYING" 6 "tBodyGyro.std...Y" -0.963192469243827
"LAYING" 6 "tBodyGyro.std...Z" -0.963509228024691
"LAYING" 6 "tBodyGyroJerk.std...X" -0.976124813760288
"LAYING" 6 "tBodyGyroJerk.std...Y" -0.980473581049383
"LAYING" 6 "tBodyGyroJerk.std...Z" -0.984782526095679
"LAYING" 6 "tBodyAccMag.std.." -0.932160020511831
"LAYING" 6 "tGravityAccMag.std.." -0.932160020511831
"LAYING" 6 "tBodyAccJerkMag.std.." -0.974240573559671
"LAYING" 6 "tBodyGyroMag.std.." -0.940596109587449
"LAYING" 6 "tBodyGyroJerkMag.std.." -0.976754966054527
"LAYING" 6 "fBodyAcc.std...X" -0.959031456047479
"LAYING" 6 "fBodyAcc.std...Y" -0.942460971074588
"LAYING" 6 "fBodyAcc.std...Z" -0.945643635450566
"LAYING" 6 "fBodyAccJerk.std...X" -0.982459599243827
"LAYING" 6 "fBodyAccJerk.std...Y" -0.973051242896091
"LAYING" 6 "fBodyAccJerk.std...Z" -0.980971915740741
"LAYING" 6 "fBodyGyro.std...X" -0.96974730340535
"LAYING" 6 "fBodyGyro.std...Y" -0.961365374902263
"LAYING" 6 "fBodyGyro.std...Z" -0.966725247165638
"LAYING" 6 "fBodyAccMag.std.." -0.934916672889661
"LAYING" 6 "fBodyBodyAccJerkMag.std.." -0.97318339962963
"LAYING" 6 "fBodyBodyGyroMag.std.." -0.942115714415638
"LAYING" 6 "fBodyBodyGyroJerkMag.std.." -0.976648216795267
"SITTING" 4 "tBodyAcc.mean...X" 0.273059614418965
"SITTING" 4 "tBodyAcc.mean...Y" -0.0126895730832639
"SITTING" 4 "tBodyAcc.mean...Z" -0.105517003220878
"SITTING" 4 "tGravityAcc.mean...X" 0.879731193472144
"SITTING" 4 "tGravityAcc.mean...Y" 0.108713540331707
"SITTING" 4 "tGravityAcc.mean...Z" 0.153774088505577
"SITTING" 4 "tBodyAccJerk.mean...X" 0.0758788492274395
"SITTING" 4 "tBodyAccJerk.mean...Y" 0.00504690529678683
"SITTING" 4 "tBodyAccJerk.mean...Z" -0.0024866605775919
"SITTING" 4 "tBodyGyro.mean...X" -0.0384313168439482
"SITTING" 4 "tBodyGyro.mean...Y" -0.0721208098964153
"SITTING" 4 "tBodyGyro.mean...Z" 0.0777771461510523
"SITTING" 4 "tBodyGyroJerk.mean...X" -0.0956521058184581
"SITTING" 4 "tBodyGyroJerk.mean...Y" -0.040779780524009
"SITTING" 4 "tBodyGyroJerk.mean...Z" -0.0507555280236061
"SITTING" 4 "tBodyAccMag.mean.." -0.95464392144063
"SITTING" 4 "tGravityAccMag.mean.." -0.95464392144063
"SITTING" 4 "tBodyAccJerkMag.mean.." -0.98244444337085
"SITTING" 4 "tBodyGyroMag.mean.." -0.946724138930782
"SITTING" 4 "tBodyGyroJerkMag.mean.." -0.987880071435003
"SITTING" 4 "fBodyAcc.mean...X" -0.983091966702307
"SITTING" 4 "fBodyAcc.mean...Y" -0.947917966193585
"SITTING" 4 "fBodyAcc.mean...Z" -0.957031035425999
"SITTING" 4 "fBodyAcc.meanFreq...X" -0.0426402475024423
"SITTING" 4 "fBodyAcc.meanFreq...Y" 0.0653031714930951
"SITTING" 4 "fBodyAcc.meanFreq...Z" 0.0802983762109857
"SITTING" 4 "fBodyAccJerk.mean...X" -0.985188769302195
"SITTING" 4 "fBodyAccJerk.mean...Y" -0.973988189836804
"SITTING" 4 "fBodyAccJerk.mean...Z" -0.97956197226224
"SITTING" 4 "fBodyAccJerk.meanFreq...X" 0.185014353841248
"SITTING" 4 "fBodyAccJerk.meanFreq...Y" -0.0583108773539561
"SITTING" 4 "fBodyAccJerk.meanFreq...Z" 0.00299622469976759
"SITTING" 4 "fBodyGyro.mean...X" -0.977267261395611
"SITTING" 4 "fBodyGyro.mean...Y" -0.972457592965672
"SITTING" 4 "fBodyGyro.mean...Z" -0.961028716797974
"SITTING" 4 "fBodyGyro.meanFreq...X" 0.0625911646973101
"SITTING" 4 "fBodyGyro.meanFreq...Y" -0.218028334561964
"SITTING" 4 "fBodyGyro.meanFreq...Z" -0.0126999936364434
"SITTING" 4 "fBodyAccMag.mean.." -0.952410413225098
"SITTING" 4 "fBodyAccMag.meanFreq.." 0.114105393420517
"SITTING" 4 "fBodyBodyAccJerkMag.mean.." -0.978684370388295
"SITTING" 4 "fBodyBodyAccJerkMag.meanFreq.." 0.281460817910214
"SITTING" 4 "fBodyBodyGyroMag.mean.." -0.964296113911086
"SITTING" 4 "fBodyBodyGyroMag.meanFreq.." -0.076439552620045
"SITTING" 4 "fBodyBodyGyroJerkMag.mean.." -0.985335632976927
"SITTING" 4 "fBodyBodyGyroJerkMag.meanFreq.." 0.177738590515189
"SITTING" 4 "angle.tBodyAccMean.gravity." 0.0120341365249443
"SITTING" 4 "angle.tBodyAccJerkMean..gravityMean." 0.00245822441608329
"SITTING" 4 "angle.tBodyGyroMean.gravityMean." 0.013413369093063
"SITTING" 4 "angle.tBodyGyroJerkMean.gravityMean." -0.0332596860601407
"SITTING" 4 "angle.X.gravityMean." -0.706041819104671
"SITTING" 4 "angle.Y.gravityMean." 0.00613978992085537
"SITTING" 4 "angle.Z.gravityMean." -0.0895319535489927
"SITTING" 4 "tBodyAcc.std...X" -0.983446221750141
"SITTING" 4 "tBodyAcc.std...Y" -0.934880562895515
"SITTING" 4 "tBodyAcc.std...Z" -0.938981580616207
"SITTING" 4 "tGravityAcc.std...X" -0.979682230393922
"SITTING" 4 "tGravityAcc.std...Y" -0.957672740350591
"SITTING" 4 "tGravityAcc.std...Z" -0.947357438593134
"SITTING" 4 "tBodyAccJerk.std...X" -0.984997226336522
"SITTING" 4 "tBodyAccJerk.std...Y" -0.973883160517726
"SITTING" 4 "tBodyAccJerk.std...Z" -0.982296486972425
"SITTING" 4 "tBodyGyro.std...X" -0.981022213218908
"SITTING" 4 "tBodyGyro.std...Y" -0.966708127310073
"SITTING" 4 "tBodyGyro.std...Z" -0.958007496724817
"SITTING" 4 "tBodyGyroJerk.std...X" -0.985705127658976
"SITTING" 4 "tBodyGyroJerk.std...Y" -0.986502338745076
"SITTING" 4 "tBodyGyroJerk.std...Z" -0.983805514068655
"SITTING" 4 "tBodyAccMag.std.." -0.939324188353517
"SITTING" 4 "tGravityAccMag.std.." -0.939324188353517
"SITTING" 4 "tBodyAccJerkMag.std.." -0.978907079240293
"SITTING" 4 "tBodyGyroMag.std.." -0.951199015615082
"SITTING" 4 "tBodyGyroJerkMag.std.." -0.98460762855937
"SITTING" 4 "fBodyAcc.std...X" -0.983747266764209
"SITTING" 4 "fBodyAcc.std...Y" -0.932533490271469
"SITTING" 4 "fBodyAcc.std...Z" -0.934336687975915
"SITTING" 4 "fBodyAccJerk.std...X" -0.98618495368036
"SITTING" 4 "fBodyAccJerk.std...Y" -0.975750855391109
"SITTING" 4 "fBodyAccJerk.std...Z" -0.983670821046708
"SITTING" 4 "fBodyGyro.std...X" -0.982333273978616
"SITTING" 4 "fBodyGyro.std...Y" -0.964033658897017
"SITTING" 4 "fBodyGyro.std...Z" -0.961030235486775
"SITTING" 4 "fBodyAccMag.std.." -0.942000150701182
"SITTING" 4 "fBodyBodyAccJerkMag.std.." -0.978154770658413
"SITTING" 4 "fBodyBodyGyroMag.std.." -0.951641735873945
"SITTING" 4 "fBodyBodyGyroJerkMag.std.." -0.984491355740011
"STANDING" 5 "tBodyAcc.mean...X" 0.279153494050367
"STANDING" 5 "tBodyAcc.mean...Y" -0.016151886473745
"STANDING" 5 "tBodyAcc.mean...Z" -0.106586908690788
"STANDING" 5 "tGravityAcc.mean...X" 0.941479635262329
"STANDING" 5 "tGravityAcc.mean...Y" -0.18424651390288
"STANDING" 5 "tGravityAcc.mean...Z" -0.0140519613122015
"STANDING" 5 "tBodyAccJerk.mean...X" 0.0750279173525708
"STANDING" 5 "tBodyAccJerk.mean...Y" 0.00880525863452886
"STANDING" 5 "tBodyAccJerk.mean...Z" -0.00458206132902833
"STANDING" 5 "tBodyGyro.mean...X" -0.0266871408413746
"STANDING" 5 "tBodyGyro.mean...Y" -0.0677118654705719
"STANDING" 5 "tBodyGyro.mean...Z" 0.0801422394994229
"STANDING" 5 "tBodyGyroJerk.mean...X" -0.0997292806919727
"STANDING" 5 "tBodyGyroJerk.mean...Y" -0.0423171100101784
"STANDING" 5 "tBodyGyroJerk.mean...Z" -0.052095548445404
"STANDING" 5 "tBodyAccMag.mean.." -0.954179661789087
"STANDING" 5 "tGravityAccMag.mean.." -0.954179661789087
"STANDING" 5 "tBodyAccJerkMag.mean.." -0.97711802452256
"STANDING" 5 "tBodyGyroMag.mean.." -0.942152523158447
"STANDING" 5 "tBodyGyroJerkMag.mean.." -0.978697092402938
"STANDING" 5 "fBodyAcc.mean...X" -0.98162230498426
"STANDING" 5 "fBodyAcc.mean...Y" -0.943132376852046
"STANDING" 5 "fBodyAcc.mean...Z" -0.957359650828961
"STANDING" 5 "fBodyAcc.meanFreq...X" 0.0155958491724008
"STANDING" 5 "fBodyAcc.meanFreq...Y" -0.0332741191101417
"STANDING" 5 "fBodyAcc.meanFreq...Z" 0.0524670025367366
"STANDING" 5 "fBodyAccJerk.mean...X" -0.980008693961175
"STANDING" 5 "fBodyAccJerk.mean...Y" -0.96454742224554
"STANDING" 5 "fBodyAccJerk.mean...Z" -0.976157838746065
"STANDING" 5 "fBodyAccJerk.meanFreq...X" 0.202899961364448
"STANDING" 5 "fBodyAccJerk.meanFreq...Y" -0.131892581837775
"STANDING" 5 "fBodyAccJerk.meanFreq...Z" 0.00670022889249738
"STANDING" 5 "fBodyGyro.mean...X" -0.943654258352571
"STANDING" 5 "fBodyGyro.mean...Y" -0.965302753756558
"STANDING" 5 "fBodyGyro.mean...Z" -0.958384988536201
"STANDING" 5 "fBodyGyro.meanFreq...X" -0.227494715950519
"STANDING" 5 "fBodyGyro.meanFreq...Y" -0.216012369878284
"STANDING" 5 "fBodyGyro.meanFreq...Z" -0.0914293859460278
"STANDING" 5 "fBodyAccMag.mean.." -0.955868098520462
"STANDING" 5 "fBodyAccMag.meanFreq.." 0.0484947368601238
"STANDING" 5 "fBodyBodyAccJerkMag.mean.." -0.971090423866737
"STANDING" 5 "fBodyBodyAccJerkMag.meanFreq.." 0.251268415000934
"STANDING" 5 "fBodyBodyGyroMag.mean.." -0.94790849906086
"STANDING" 5 "fBodyBodyGyroMag.meanFreq.." -0.183705132389758
"STANDING" 5 "fBodyBodyGyroJerkMag.mean.." -0.974885979685205
"STANDING" 5 "fBodyBodyGyroJerkMag.meanFreq.." 0.0848650395195068
"STANDING" 5 "angle.tBodyAccMean.gravity." 0.0069907141310703
"STANDING" 5 "angle.tBodyAccJerkMean..gravityMean." 0.0103969442658132
"STANDING" 5 "angle.tBodyGyroMean.gravityMean." 0.00461412323196747
"STANDING" 5 "angle.tBodyGyroJerkMean.gravityMean." 0.0159570353501574
"STANDING" 5 "angle.X.gravityMean." -0.774142758142707
"STANDING" 5 "angle.Y.gravityMean." 0.209818426816789
"STANDING" 5 "angle.Z.gravityMean." 0.0317429093558841
"STANDING" 5 "tBodyAcc.std...X" -0.98443471156873
"STANDING" 5 "tBodyAcc.std...Y" -0.932508714024134
"STANDING" 5 "tBodyAcc.std...Z" -0.939913504673138
"STANDING" 5 "tGravityAcc.std...X" -0.988015176652676
"STANDING" 5 "tGravityAcc.std...Y" -0.969351769994753
"STANDING" 5 "tGravityAcc.std...Z" -0.953082525826338
"STANDING" 5 "tBodyAccJerk.std...X" -0.97996855569255
"STANDING" 5 "tBodyAccJerk.std...Y" -0.964342752203568
"STANDING" 5 "tBodyAccJerk.std...Z" -0.979485931469045
"STANDING" 5 "tBodyGyro.std...X" -0.94552836296957
"STANDING" 5 "tBodyGyro.std...Y" -0.961293278672613
"STANDING" 5 "tBodyGyro.std...Z" -0.957053051274921
"STANDING" 5 "tBodyGyroJerk.std...X" -0.966957942859391
"STANDING" 5 "tBodyGyroJerk.std...Y" -0.980263299260231
"STANDING" 5 "tBodyGyroJerk.std...Z" -0.977067117235047
"STANDING" 5 "tBodyAccMag.std.." -0.946534779481637
"STANDING" 5 "tGravityAccMag.std.." -0.946534779481637
"STANDING" 5 "tBodyAccJerkMag.std.." -0.971452977271773
"STANDING" 5 "tBodyGyroMag.std.." -0.929531182355719
"STANDING" 5 "tBodyGyroJerkMag.std.." -0.973528580524659
"STANDING" 5 "fBodyAcc.std...X" -0.985859786930745
"STANDING" 5 "fBodyAcc.std...Y" -0.931132967334732
"STANDING" 5 "fBodyAcc.std...Z" -0.935439598488982
"STANDING" 5 "fBodyAccJerk.std...X" -0.981826075755509
"STANDING" 5 "fBodyAccJerk.std...Y" -0.966831630482686
"STANDING" 5 "fBodyAccJerk.std...Z" -0.981509250650577
"STANDING" 5 "fBodyGyro.std...X" -0.946971557429171
"STANDING" 5 "fBodyGyro.std...Y" -0.959498600608604
"STANDING" 5 "fBodyGyro.std...Z" -0.960689223903463
"STANDING" 5 "fBodyAccMag.std.." -0.949601613473977
"STANDING" 5 "fBodyBodyAccJerkMag.std.." -0.970947966726128
"STANDING" 5 "fBodyBodyGyroMag.std.." -0.93063670339979
"STANDING" 5 "fBodyBodyGyroJerkMag.std.." -0.973461064197272
"WALKING" 1 "tBodyAcc.mean...X" 0.276336875325203
"WALKING" 1 "tBodyAcc.mean...Y" -0.0179068331339779
"WALKING" 1 "tBodyAcc.mean...Z" -0.108881687638618
"WALKING" 1 "tGravityAcc.mean...X" 0.93499157825784
"WALKING" 1 "tGravityAcc.mean...Y" -0.196713497359117
"WALKING" 1 "tGravityAcc.mean...Z" -0.0538251249015482
"WALKING" 1 "tBodyAccJerk.mean...X" 0.0767187377408595
"WALKING" 1 "tBodyAccJerk.mean...Y" 0.0115061924659823
"WALKING" 1 "tBodyAccJerk.mean...Z" -0.00231938614930952
"WALKING" 1 "tBodyGyro.mean...X" -0.0347275766522822
"WALKING" 1 "tBodyGyro.mean...Y" -0.0694200436104837
"WALKING" 1 "tBodyGyro.mean...Z" 0.0863626487285566
"WALKING" 1 "tBodyGyroJerk.mean...X" -0.0943007119992102
"WALKING" 1 "tBodyGyroJerk.mean...Y" -0.0445701108594715
"WALKING" 1 "tBodyGyroJerk.mean...Z" -0.0540064674427816
"WALKING" 1 "tBodyAccMag.mean.." -0.167937853979757
"WALKING" 1 "tGravityAccMag.mean.." -0.167937853979757
"WALKING" 1 "tBodyAccJerkMag.mean.." -0.241451989838379
"WALKING" 1 "tBodyGyroMag.mean.." -0.274866019270244
"WALKING" 1 "tBodyGyroJerkMag.mean.." -0.460511516745528
"WALKING" 1 "fBodyAcc.mean...X" -0.297890931822619
"WALKING" 1 "fBodyAcc.mean...Y" -0.0423392245272938
"WALKING" 1 "fBodyAcc.mean...Z" -0.341840674953966
"WALKING" 1 "fBodyAcc.meanFreq...X" -0.28685827761899
"WALKING" 1 "fBodyAcc.meanFreq...Y" 0.0518636618040337
"WALKING" 1 "fBodyAcc.meanFreq...Z" 0.0749560748261487
"WALKING" 1 "fBodyAccJerk.mean...X" -0.31112743843018
"WALKING" 1 "fBodyAccJerk.mean...Y" -0.170395065771795
"WALKING" 1 "fBodyAccJerk.mean...Z" -0.451010514389593
"WALKING" 1 "fBodyAccJerk.meanFreq...X" -0.258388290587468
"WALKING" 1 "fBodyAccJerk.meanFreq...Y" -0.354659109992689
"WALKING" 1 "fBodyAccJerk.meanFreq...Z" -0.24068649680518
"WALKING" 1 "fBodyGyro.mean...X" -0.348237370890012
"WALKING" 1 "fBodyGyro.mean...Y" -0.388384886139303
"WALKING" 1 "fBodyGyro.mean...Z" -0.310406242610407
"WALKING" 1 "fBodyGyro.meanFreq...X" -0.0677418230563182
"WALKING" 1 "fBodyGyro.meanFreq...Y" -0.0984530711444367
"WALKING" 1 "fBodyGyro.meanFreq...Z" -0.0721787297258188
"WALKING" 1 "fBodyAccMag.mean.." -0.275558097404657
"WALKING" 1 "fBodyAccMag.meanFreq.." 0.184417205519328
"WALKING" 1 "fBodyBodyAccJerkMag.mean.." -0.214653971925401
"WALKING" 1 "fBodyBodyAccJerkMag.meanFreq.." 0.0773140386701899
"WALKING" 1 "fBodyBodyGyroMag.mean.." -0.409173038476359
"WALKING" 1 "fBodyBodyGyroMag.meanFreq.." 0.163203814253339
"WALKING" 1 "fBodyBodyGyroJerkMag.mean.." -0.515516844208937
"WALKING" 1 "fBodyBodyGyroJerkMag.meanFreq.." 0.130805801208583
"WALKING" 1 "angle.tBodyAccMean.gravity." 0.0149182634216028
"WALKING" 1 "angle.tBodyAccJerkMean..gravityMean." -0.00701054878880372
"WALKING" 1 "angle.tBodyGyroMean.gravityMean." 0.0113324287049361
"WALKING" 1 "angle.tBodyGyroJerkMean.gravityMean." -0.0194431027653136
"WALKING" 1 "angle.X.gravityMean." -0.761886223623693
"WALKING" 1 "angle.Y.gravityMean." 0.218599343426249
"WALKING" 1 "angle.Z.gravityMean." 0.0597706423540058
"WALKING" 1 "tBodyAcc.std...X" -0.314644454310285
"WALKING" 1 "tBodyAcc.std...Y" -0.0235829464260859
"WALKING" 1 "tBodyAcc.std...Z" -0.2739207990668
"WALKING" 1 "tGravityAcc.std...X" -0.977612074494773
"WALKING" 1 "tGravityAcc.std...Y" -0.966903875917538
"WALKING" 1 "tGravityAcc.std...Z" -0.954597565156794
"WALKING" 1 "tBodyAccJerk.std...X" -0.267288163330981
"WALKING" 1 "tBodyAccJerk.std...Y" -0.103141139217389
"WALKING" 1 "tBodyAccJerk.std...Z" -0.479147120981986
"WALKING" 1 "tBodyGyro.std...X" -0.469914839340418
"WALKING" 1 "tBodyGyro.std...Y" -0.347921806314175
"WALKING" 1 "tBodyGyro.std...Z" -0.338448612532172
"WALKING" 1 "tBodyGyroJerk.std...X" -0.37622140274036
"WALKING" 1 "tBodyGyroJerk.std...Y" -0.512619067859872
"WALKING" 1 "tBodyGyroJerk.std...Z" -0.447427245411672
"WALKING" 1 "tBodyAccMag.std.." -0.33775398556687
"WALKING" 1 "tGravityAccMag.std.." -0.33775398556687
"WALKING" 1 "tBodyAccJerkMag.std.." -0.214555894362491
"WALKING" 1 "tBodyGyroMag.std.." -0.382629015979094
"WALKING" 1 "tBodyGyroJerkMag.std.." -0.498841024689745
"WALKING" 1 "fBodyAcc.std...X" -0.322835798362427
"WALKING" 1 "fBodyAcc.std...Y" -0.0772063416317422
"WALKING" 1 "fBodyAcc.std...Z" -0.296078309260848
"WALKING" 1 "fBodyAccJerk.std...X" -0.287897688500499
"WALKING" 1 "fBodyAccJerk.std...Y" -0.0908699078702335
"WALKING" 1 "fBodyAccJerk.std...Z" -0.506329080412654
"WALKING" 1 "fBodyGyro.std...X" -0.510431986710081
"WALKING" 1 "fBodyGyro.std...Y" -0.331961524686347
"WALKING" 1 "fBodyGyro.std...Z" -0.410569112536585
"WALKING" 1 "fBodyAccMag.std.." -0.480002278144599
"WALKING" 1 "fBodyBodyAccJerkMag.std.." -0.221617770280105
"WALKING" 1 "fBodyBodyGyroMag.std.." -0.47383309359518
"WALKING" 1 "fBodyBodyGyroJerkMag.std.." -0.514404823691173
"WALKING_DOWNSTAIRS" 3 "tBodyAcc.mean...X" 0.288137227760313
"WALKING_DOWNSTAIRS" 3 "tBodyAcc.mean...Y" -0.0163119254923574
"WALKING_DOWNSTAIRS" 3 "tBodyAcc.mean...Z" -0.105761624860013
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.mean...X" 0.926457404928876
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.mean...Y" -0.168507222023357
"WALKING_DOWNSTAIRS" 3 "tGravityAcc.mean...Z" -0.0479709004743904
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerk.mean...X" 0.0892266917679481
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerk.mean...Y" 0.000746749097403983
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerk.mean...Z" -0.00872860399406828
"WALKING_DOWNSTAIRS" 3 "tBodyGyro.mean...X" -0.0840345434632895
"WALKING_DOWNSTAIRS" 3 "tBodyGyro.mean...Y" -0.0529928638977233
"WALKING_DOWNSTAIRS" 3 "tBodyGyro.mean...Z" 0.0946781961059175
"WALKING_DOWNSTAIRS" 3 "tBodyGyroJerk.mean...X" -0.0728532273938407
"WALKING_DOWNSTAIRS" 3 "tBodyGyroJerk.mean...Y" -0.051263979292845
"WALKING_DOWNSTAIRS" 3 "tBodyGyroJerk.mean...Z" -0.0546961525371337
"WALKING_DOWNSTAIRS" 3 "tBodyAccMag.mean.." 0.101249699851558
"WALKING_DOWNSTAIRS" 3 "tGravityAccMag.mean.." 0.101249699851558
"WALKING_DOWNSTAIRS" 3 "tBodyAccJerkMag.mean.." -0.111801821250135
"WALKING_DOWNSTAIRS" 3 "tBodyGyroMag.mean.." -0.129785639782795
"WALKING_DOWNSTAIRS" 3 "tBodyGyroJerkMag.mean.." -0.416891551237909
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.mean...X" 0.035259668648926
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.mean...Y" 0.0566826541965861
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.mean...Z" -0.21372923278293
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.meanFreq...X" -0.400019573396373
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.meanFreq...Y" 0.000603134408748222
"WALKING_DOWNSTAIRS" 3 "fBodyAcc.meanFreq...Z" 0.0924263373459659
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.mean...X" -0.0722967761178656
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.mean...Y" -0.116380593184566
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.mean...Z" -0.333190280461238
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.meanFreq...X" -0.314941325453129
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.meanFreq...Y" -0.386044309466579
"WALKING_DOWNSTAIRS" 3 "fBodyAccJerk.meanFreq...Z" -0.23740280265473
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.mean...X" -0.217922875601003
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.mean...Y" -0.317592694113158
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.mean...Z" -0.16562514453862
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.meanFreq...X" -0.170016349676807
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.meanFreq...Y" -0.0440853930714011
"WALKING_DOWNSTAIRS" 3 "fBodyGyro.meanFreq...Z" -0.0187917610518457
"WALKING_DOWNSTAIRS" 3 "fBodyAccMag.mean.." 0.142849426284481
"WALKING_DOWNSTAIRS" 3 "fBodyAccMag.meanFreq.." 0.0250364653867319
"WALKING_DOWNSTAIRS" 3 "fBodyBodyAccJerkMag.mean.." 0.00476245916278094
"WALKING_DOWNSTAIRS" 3 "fBodyBodyAccJerkMag.meanFreq.." 0.0200704059537717
"WALKING_DOWNSTAIRS" 3 "fBodyBodyGyroMag.mean.." -0.289525832505356
"WALKING_DOWNSTAIRS" 3 "fBodyBodyGyroMag.meanFreq.." 0.0671727851545073
"WALKING_DOWNSTAIRS" 3 "fBodyBodyGyroJerkMag.mean.." -0.438007290282333
"WALKING_DOWNSTAIRS" 3 "fBodyBodyGyroJerkMag.meanFreq.." 0.0957588246085356
